,created_at,favorite_count,full_text,id_str,lang,location,quote_count,reply_count,retweet_count,username,keyword
35,Tue Jun 11 08:37:45 +0000 2024,0.0,selamat pagi maaf sy halte busway pinang ranti turun halte csw asean rutenya terima kasih,1.800447317470073e+18,in,"Bandung, Jawa Barat",0.0,2.0,0.0,aiyu_0_,Transjakarta
39,Tue Jun 11 08:31:12 +0000 2024,0.0,karawaci rs polri kramat jati tj,1.8004456669106793e+18,in,Jakarta,0.0,1.0,0.0,yeptirani,Transjakarta
40,Tue Jun 11 08:26:07 +0000 2024,0.0,denpasar a pakai arah cawang,1.800444386968519e+18,in,,0.0,2.0,0.0,dorkdonkey,Transjakarta
41,Tue Jun 11 08:25:48 +0000 2024,0.0,perubahan rute tuh pake riset sih perubahan rute juni interval keberangkatannya menit tolong perubahan rute dipikir st sudirman sepi gaada heran,1.800444310699258e+18,in,,0.0,0.0,0.0,nalaJoe1,Transjakarta
43,Tue Jun 11 08:21:37 +0000 2024,0.0,halte blok m tersedia mesin top up e money,1.8004432563184315e+18,in,,0.0,1.0,0.0,nalaJoe1,Transjakarta
44,Tue Jun 11 08:20:29 +0000 2024,0.0,komplek pelindu arah priok posisi a dimana,1.8004429691427433e+18,in,,0.0,0.0,0.0,HiiYouf,Transjakarta
45,Tue Jun 11 08:18:53 +0000 2024,0.0,eh bus e udah menit tanjung duren gabisa cek live google map dimana bus nya,1.8004425687293258e+18,in,"Bojong gede, bogor, indonesia",0.0,1.0,0.0,arifKWSekian,Transjakarta
46,Tue Jun 11 08:17:44 +0000 2024,0.0,pagi tap in kepotong tap out kepotong kepotong x boncos jalan keluarnya gimana males pake transjakarta gini mulu,1.8004422798717996e+18,in,,0.0,1.0,0.0,dounologi,Transjakarta
47,Tue Jun 11 08:16:20 +0000 2024,0.0,udah cawang uki menit gerak,1.8004419273070715e+18,in,,0.0,0.0,0.0,dounologi,Transjakarta
48,Tue Jun 11 08:14:57 +0000 2024,0.0,tolong ditindak,1.80044157669675e+18,in,,0.0,1.0,0.0,KiemTalk,Transjakarta
49,Tue Jun 11 08:14:11 +0000 2024,0.0,tije summarecon mall bekasi pulogebang jurusan,1.800441385256186e+18,in,,0.0,4.0,0.0,andreakhaa,Transjakarta
50,Tue Jun 11 08:14:01 +0000 2024,0.0,macet uki sampe menit stuck,1.8004413413124347e+18,in,Jakarta Capital Region,0.0,0.0,0.0,smeflt,Transjakarta
52,Tue Jun 11 08:09:35 +0000 2024,0.0,rawa selatan sm kaah,1.800440227749892e+18,in,"Jakarta, Indonesia",0.0,1.0,0.0,nanda_ayuw,Transjakarta
54,Tue Jun 11 08:08:51 +0000 2024,0.0,arah jg kah tmn pdhl,1.8004400420680748e+18,in,"Bojong gede, bogor, indonesia",0.0,1.0,0.0,arifKWSekian,Transjakarta
55,Tue Jun 11 08:06:26 +0000 2024,0.0,klo ayana mid plaza rute tj tlg infonya tks,1.8004394347328635e+18,in,,0.0,2.0,0.0,greenpostitman,Transjakarta
57,Tue Jun 11 08:01:13 +0000 2024,0.0,halte anjir pasar rumput kaga tambahan gini emang halte biaya layanan,1.8004381203679972e+18,in,,0.0,1.0,0.0,ouwlaf,Transjakarta
58,Tue Jun 11 08:00:45 +0000 2024,0.0,minitrans tranjakarta kena tarif x kah q,1.80043800635843e+18,in,,0.0,0.0,0.0,BintangElv7039,Transjakarta
60,Tue Jun 11 08:00:04 +0000 2024,0.0,poco m cakep banget bang teman,1.8004378341319355e+18,in,,0.0,1.0,0.0,girlluvbangtan,Transjakarta
61,Tue Jun 11 07:57:04 +0000 2024,0.0,terima kasih,1.8004370758185208e+18,in,,0.0,2.0,0.0,aisyahsaharaa,Transjakarta
62,Tue Jun 11 07:56:39 +0000 2024,0.0,gausah dah nih bus,1.800436972365939e+18,in,,0.0,0.0,0.0,gemini_asik,Transjakarta
64,Tue Jun 11 07:55:00 +0000 2024,0.0,bang n ngangkut penumpang blok m nih,1.8004365569663514e+18,in,rumah,0.0,3.0,0.0,yayuyayuhu,Transjakarta
65,Tue Jun 11 07:54:12 +0000 2024,0.0,lewati dukuh arah tosari petugas tj infoin berhenti dukuh lg mohon info validnya,1.800436356281471e+18,in,Jakarta Capital Region,0.0,0.0,0.0,VARIANRAHAKORAT,Transjakarta
66,Tue Jun 11 07:52:44 +0000 2024,0.0,taman literasi daerah ragunan pln corporate univ langsung bus stop pln corporate univ halte ragunan terima kasih,1.800435987472065e+18,in,,0.0,1.0,0.0,xanny0nrain,Transjakarta
67,Tue Jun 11 07:51:11 +0000 2024,0.0,gimana umpelan ndak berdiri plg brp jam gw jrc dpt duduk tuh,1.8004355987985572e+18,in,,0.0,1.0,0.0,yuliatipr,Transjakarta
70,Tue Jun 11 07:49:10 +0000 2024,0.0,malam kak info halte pasar rebo rspad gatot sibroto tj terima kasih,1.8004350888592143e+18,in,,0.0,0.0,0.0,deyfadjar,Transjakarta
73,Tue Jun 11 07:38:31 +0000 2024,0.0,c buangeeetttt dateng,1.8004324096511183e+18,in,Dowoon's heart,0.0,2.0,0.0,billyeojulge,Transjakarta
74,Tue Jun 11 07:38:03 +0000 2024,0.0,nanya kp rambutan lebak bulus tj rute mohon infonya terima kasih,1.8004322899792038e+18,in,,0.0,4.0,0.0,nalaJoe1,Transjakarta
76,Tue Jun 11 07:31:48 +0000 2024,0.0,sekalianya marah lgsg kasar hahaha,1.8004307189397258e+18,in,random acc ,0.0,3.0,0.0,lattemniez,Transjakarta
80,Tue Jun 11 07:23:31 +0000 2024,0.0,tolol lu ngubah rute seenak jidat cawang bnn langsung pgc orang gagal transit,1.80042863541921e+18,in,,0.0,1.0,0.0,greenpostitman,Transjakarta
82,Tue Jun 11 07:16:58 +0000 2024,0.0,cp cibubur tj durian arah timur arah barat kah,1.800426985459741e+18,in,taemin beomjun❤️,0.0,2.0,0.0,strawbeerkisses,Transjakarta
84,Tue Jun 11 07:15:23 +0000 2024,0.0,aeon tanjung barat kampung rambutan,1.800426589215425e+18,in,,0.0,0.0,0.0,arumdp,Transjakarta
85,Tue Jun 11 07:14:34 +0000 2024,0.0,tj arah pluit halte widya chandra dah numpuk hadeeuh,1.8004263809724378e+18,in,slow reader,0.0,1.0,0.0,grindeIwaldz,Transjakarta
86,Tue Jun 11 07:14:27 +0000 2024,0.0,halo busway tosari palmerah armada gimana sih udh nunggu menit muncul buswaynya udh tau palmerah armadanya diperbanyak biar orangnya numpuk dihalte,1.800426352883221e+18,in,SJ-TREASURE.co,0.0,0.0,0.0,guratrembulan,Transjakarta
90,Tue Jun 11 06:52:16 +0000 2024,0.0,w rute durentiga via bangka skrg posisinya dimana menit nunggu halte gunawarman,1.8004207704239805e+18,in,she / her | DNF,0.0,2.0,0.0,lottemoncher,Transjakarta
93,Tue Jun 11 06:48:09 +0000 2024,0.0,rawa selatan sm kaah,1.8004197351354941e+18,in,Indonesia,0.0,3.0,0.0,imfibr,Transjakarta
94,Tue Jun 11 06:47:03 +0000 2024,0.0,halo rute transportasi sma muhammadiyah jakarta menara danareksa terimakasih,1.800419456415597e+18,in,CUSTOM: 5/5 FULL!,0.0,1.0,0.0,nosutalogic,Transjakarta
97,Tue Jun 11 06:37:10 +0000 2024,0.0,arah jg kah tmn pdhl,1.800416971693216e+18,in,,0.0,2.0,0.0,curlystop,Transjakarta
99,Tue Jun 11 06:24:50 +0000 2024,0.0,klo ayana mid plaza rute tj tlg infonya tks,1.8004138663731203e+18,in,,0.0,4.0,0.0,nalaJoe1,Transjakarta
100,Tue Jun 11 06:23:29 +0000 2024,0.0,penuh,1.8004135267476485e+18,in,all   e-wallet   ( QRiS ),0.0,2.0,0.0,keccoak,Transjakarta
102,Tue Jun 11 06:14:06 +0000 2024,1.0,halte anjir pasar rumput kaga tambahan gini emang halte biaya layanan,1.8004111659333757e+18,in,治療心內不成,0.0,1.0,0.0,ShouJueWangZhe,Transjakarta
104,Tue Jun 11 06:12:22 +0000 2024,0.0,minitrans tranjakarta kena tarif x kah q,1.8004107293944264e+18,in,,0.0,3.0,0.0,lovespinkies,Transjakarta
105,Tue Jun 11 06:10:29 +0000 2024,0.0,selamat malam saldo terpotong x x rb perjalanan lapor pt jli dilempar pt tj,1.8004102572752e+18,in,治療心內不成,0.0,0.0,0.0,ShouJueWangZhe,Transjakarta
107,Tue Jun 11 06:08:46 +0000 2024,0.0,poco m cakep banget bang teman,1.8004098211597683e+18,in,,0.0,2.0,0.0,mozzilatte,Transjakarta
108,Tue Jun 11 06:06:47 +0000 2024,0.0,terima kasih,1.8004093241515213e+18,in,,0.0,0.0,0.0,lovespinkies,Transjakarta
110,Tue Jun 11 06:00:01 +0000 2024,0.0,gausah dah nih bus,1.800407621327102e+18,in,,0.0,3.0,0.0,arumdp,Transjakarta
111,Tue Jun 11 05:54:35 +0000 2024,0.0,halo menara fif jalan tb simatupang tj kode terima kasih,1.8004062538875254e+18,in,,0.0,1.0,0.0,ayra_adelia,Transjakarta
113,Tue Jun 11 05:49:35 +0000 2024,0.0,bang n ngangkut penumpang blok m nih,1.8004049945770066e+18,in,,0.0,1.0,0.0,ShodiiqAchmad,Transjakarta
120,Tue Jun 11 05:17:04 +0000 2024,0.0,lewati dukuh arah tosari petugas tj infoin berhenti dukuh lg mohon info validnya,1.8003968113766894e+18,in,"Jakarta Selatan, DKI Jakarta",0.0,0.0,0.0,Rianto1959,Transjakarta
122,Tue Jun 11 05:15:54 +0000 2024,0.0,taman literasi daerah ragunan pln corporate univ langsung bus stop pln corporate univ halte ragunan terima kasih,1.800396520845689e+18,in,,0.0,0.0,0.0,maipurpur,Transjakarta
125,Tue Jun 11 05:06:55 +0000 2024,0.0,gimana umpelan ndak berdiri plg brp jam gw jrc dpt duduk tuh,1.8003942583123108e+18,in,"Serpong, Indonesia",0.0,2.0,0.0,shinta_fitri,Transjakarta
127,Tue Jun 11 05:03:42 +0000 2024,0.0,tolong teguran supir mikrotrans jak sampe turun disuruh buru² posisi gendong anak sempet foto plat mobil nya karna udh repot anak barang bawaan,1.8003934498601498e+18,in,homophobic dni,0.0,1.0,0.0,fractiox,Transjakarta
129,Tue Jun 11 05:02:57 +0000 2024,0.0,jam nya senayan mangbes hm,1.8003932615401062e+18,in,,0.0,3.0,0.0,furlsun,Transjakarta
130,Tue Jun 11 05:01:25 +0000 2024,0.0,malam kak info halte pasar rebo rspad gatot sibroto tj terima kasih,1.800392875009852e+18,in,homophobic dni,0.0,1.0,0.0,fractiox,Transjakarta
131,Tue Jun 11 04:57:30 +0000 2024,0.0,tj halte petamburan pagi beroperasional jam,1.8003918871882632e+18,in,SJ-TREASURE.co,0.0,4.0,0.0,guratrembulan,Transjakarta
132,Tue Jun 11 04:54:05 +0000 2024,0.0,halo jaklingko kartu tersedia,1.8003910291972915e+18,in,,0.0,0.0,0.0,sttresberat,Transjakarta
133,Tue Jun 11 04:49:11 +0000 2024,1.0,c buangeeetttt dateng,1.8003897962984287e+18,in,Jakarta Capital Region,0.0,1.0,0.0,irhamsyarif,Transjakarta
134,Tue Jun 11 04:48:09 +0000 2024,0.0,nanya kp rambutan lebak bulus tj rute mohon infonya terima kasih,1.800389536805237e+18,in,INDONESIA,0.0,1.0,0.0,fajarpp_,Transjakarta
135,Tue Jun 11 04:17:37 +0000 2024,0.0,malam bus tj koridor c panas banget tolong diapakan ac nya biar besok besok dingin,1.800381849296061e+18,in,,0.0,1.0,0.0,lovespinkies,Transjakarta
136,Tue Jun 11 04:17:21 +0000 2024,0.0,sekalianya marah lgsg kasar hahaha,1.8003817844521457e+18,in,"Bogor, Indonesia",0.0,3.0,0.0,afifnr3,Transjakarta
138,Tue Jun 11 04:15:01 +0000 2024,0.0,kemarin turun halte stasiun palmerah saldo blm terpotong pagi tap in kartu kereset terpotong terpotong kartu dianggap tap out malam tap in kena reset lg langsung kepotong,1.800381197182501e+18,in,Hogwarts,0.0,1.0,0.0,malvoyy,Transjakarta
142,Tue Jun 11 04:09:47 +0000 2024,13.0,mohon info rute transjakarta lokasi jakarta fair prj,1.800379878052901e+18,in,"Jakarta, Indonesia",2.0,4.0,2.0,qronoz,Transjakarta
143,Tue Jun 11 04:08:26 +0000 2024,0.0,jam a pik jam,1.8003795395306127e+18,in,,0.0,1.0,0.0,eineffac,Transjakarta
146,Tue Jun 11 04:02:51 +0000 2024,0.0,tolol lu ngubah rute seenak jidat cawang bnn langsung pgc orang gagal transit,1.800378133738353e+18,in,bukan sulap bukan she/her.,0.0,0.0,0.0,haebaragiu,Transjakarta
149,Tue Jun 11 04:00:21 +0000 2024,0.0,halte pancoran cikoko terintegrasi lrt,1.8003775052806433e+18,in,,0.0,0.0,0.0,kang_legalisasi,Transjakarta
151,Tue Jun 11 03:58:39 +0000 2024,0.0,cp cibubur tj durian arah timur arah barat kah,1.8003770761739963e+18,in,,0.0,3.0,0.0,Biagialif1,Transjakarta
153,Tue Jun 11 03:51:57 +0000 2024,0.0,idenya bagus tau peak hour bus penuh smpe halim,1.8003753930291164e+18,in,,0.0,2.0,0.0,eineffac,Transjakarta
157,Tue Jun 11 03:43:18 +0000 2024,0.0,aeon tanjung barat kampung rambutan,1.8003732154513085e+18,in,,0.0,2.0,0.0,dorkdonkey,Transjakarta
160,Tue Jun 11 03:38:47 +0000 2024,0.0,tj arah pluit halte widya chandra dah numpuk hadeeuh,1.8003720793654152e+18,in,Jakarta,0.0,1.0,0.0,miachintia,Transjakarta
164,Tue Jun 11 03:28:19 +0000 2024,0.0,halo busway tosari palmerah armada gimana sih udh nunggu menit muncul buswaynya udh tau palmerah armadanya diperbanyak biar orangnya numpuk dihalte,1.8003694453089444e+18,in,Jakarta,0.0,1.0,0.0,miachintia,Transjakarta
167,Tue Jun 11 03:20:48 +0000 2024,0.0,udh bs blm,1.800367553589789e+18,in,,0.0,3.0,0.0,klailx,Transjakarta
169,Tue Jun 11 03:17:39 +0000 2024,0.0,f brt,1.8003667583496806e+18,in,"Jakarta, Indonesia",0.0,0.0,0.0,DKIJakarta,Transjakarta
170,Tue Jun 11 03:12:44 +0000 2024,0.0,kak enaknya scbd park tuh jurusan halte cawang cililitan,1.8003655223932073e+18,in,,0.0,0.0,0.0,peaceluvngawl,Transjakarta
172,Tue Jun 11 03:06:58 +0000 2024,0.0,w rute durentiga via bangka skrg posisinya dimana menit nunggu halte gunawarman,1.800364073261142e+18,in,,0.0,1.0,0.0,hbdwondil_,Transjakarta
173,Tue Jun 11 03:06:52 +0000 2024,0.0,tolong tj rute panas banget euy cek sabi kali ac nya,1.8003640448657326e+18,in,インドネシア  （ジャカルタ）,0.0,3.0,0.0,FadhliArcCiel,Transjakarta
177,Tue Jun 11 02:55:32 +0000 2024,0.0,wkwkwk wedhus,1.800361192638337e+18,in,,0.0,2.0,0.0,eineffac,Transjakarta
181,Tue Jun 11 02:50:18 +0000 2024,0.0,rawa selatan sm kaah,1.8003598756058565e+18,in,🍵🍶🧩🎐🧶,0.0,2.0,0.0,noseudive,Transjakarta
182,Tue Jun 11 02:48:34 +0000 2024,0.0,halo rute transportasi sma muhammadiyah jakarta menara danareksa terimakasih,1.8003594409879188e+18,in,,0.0,2.0,0.0,RMaulana86836,Transjakarta
184,Tue Jun 11 02:46:58 +0000 2024,0.0,wkwkwkwk,1.8003590376133594e+18,in,,0.0,1.0,0.0,bibina___,Transjakarta
185,Tue Jun 11 02:46:54 +0000 2024,0.0,bnr bnrrrr ee ak nanya tmn km,1.8003590231513626e+18,in,,0.0,2.0,0.0,koopitae,Transjakarta
186,Tue Jun 11 02:42:06 +0000 2024,0.0,arah jg kah tmn pdhl,1.800357815552545e+18,in,the clouds,0.0,5.0,0.0,mauvewave,Transjakarta
189,Tue Jun 11 02:37:55 +0000 2024,0.0,hai gamau hire admin twitter fast respon jam deh,1.8003567607395126e+18,in,Priority Seat,0.0,1.0,0.0,26Ceicei,Transjakarta
191,Tue Jun 11 02:34:35 +0000 2024,0.0,klo ayana mid plaza rute tj tlg infonya tks,1.80035592214306e+18,in,,0.0,0.0,0.0,aginverse,Transjakarta
192,Tue Jun 11 02:31:41 +0000 2024,0.0,penuh,1.8003551926864448e+18,in,,0.0,3.0,0.0,loeynapcy,Transjakarta
193,Tue Jun 11 02:30:02 +0000 2024,0.0,cawang arah pinang ranti disaat penumpang armada dikurangi,1.800354775302832e+18,in,,0.0,1.0,0.0,dailytys13,Transjakarta
194,Tue Jun 11 02:29:41 +0000 2024,0.0,halte anjir pasar rumput kaga tambahan gini emang halte biaya layanan,1.8003546894244828e+18,in,,0.0,2.0,0.0,KSalsabillaa,Transjakarta
196,Tue Jun 11 02:27:16 +0000 2024,0.0,my birthday is over gue expect org ngucapin mention tj kaya hahahshaha kocaak butuh duta the face of tj pls contact me asap lt,1.8003540790652234e+18,in,,0.0,2.0,0.0,omkumkum,Transjakarta
198,Tue Jun 11 02:25:09 +0000 2024,0.0,minitrans tranjakarta kena tarif x kah q,1.8003535480705068e+18,in,bukan sulap bukan she/her.,0.0,1.0,0.0,haebaragiu,Transjakarta
200,Tue Jun 11 02:23:14 +0000 2024,0.0,selamat malam saldo terpotong x x rb perjalanan lapor pt jli dilempar pt tj,1.8003530663420849e+18,in,,0.0,2.0,0.0,viviprivate22,Transjakarta
201,Tue Jun 11 02:22:02 +0000 2024,0.0,halo tolong info rute halte sunter karya halte smkn kramat terimakasih,1.8003527623641216e+18,in,DKI Jakarta,0.0,2.0,0.0,resnares_,Transjakarta
202,Tue Jun 11 02:17:19 +0000 2024,0.0,poco m cakep banget bang teman,1.8003515764623936e+18,in,,0.0,3.0,0.0,ubiy28,Transjakarta
205,Tue Jun 11 02:14:54 +0000 2024,0.0,terima kasih,1.8003509670845852e+18,in,,0.0,0.0,0.0,deluchepiaw,Transjakarta
206,Tue Jun 11 02:12:58 +0000 2024,0.0,makasi kakk,1.800350482428486e+18,in,Jakarta,0.0,0.0,0.0,gumpvie,Transjakarta
207,Tue Jun 11 02:11:08 +0000 2024,0.0,gausah dah nih bus,1.800350022195905e+18,in,,0.0,1.0,0.0,DelleMohedeee,Transjakarta
208,Tue Jun 11 02:10:56 +0000 2024,0.0,halo menara fif jalan tb simatupang tj kode terima kasih,1.8003499701026698e+18,in,Jakarta Capital Region,0.0,0.0,0.0,wahyuwfw,Transjakarta
209,Tue Jun 11 02:10:48 +0000 2024,0.0,w ojol nih jir slow respon mulu lu,1.8003499371102415e+18,in,Malaysia,0.0,3.0,0.0,qohardwi,Transjakarta
211,Tue Jun 11 02:10:38 +0000 2024,0.0,bang n ngangkut penumpang blok m nih,1.800349895406367e+18,in,Jakarta Capital Region,0.0,3.0,0.0,wahyuwfw,Transjakarta
213,Tue Jun 11 01:42:38 +0000 2024,0.0,unit volvo scania skg rame pensiun dmr rk berasa populasi bus biru spt berkurang,1.8003428489671475e+18,in,among black crimson purple,0.0,1.0,0.0,lexthe70,Transjakarta
214,Tue Jun 11 01:37:32 +0000 2024,0.0,ngga kak,1.8003415665545344e+18,in,Jakarta,0.0,2.0,0.0,miachintia,Transjakarta
215,Tue Jun 11 01:30:25 +0000 2024,0.0,p jg diperpanjang smp,1.8003397758174454e+18,in,Jakarta,0.0,1.0,0.0,PradityaSIA01,Transjakarta
216,Tue Jun 11 01:30:24 +0000 2024,0.0,transit kak senen,1.8003397695385357e+18,in,"Tangerang, Banten",0.0,3.0,0.0,faizalaziz_id,Transjakarta
217,Tue Jun 11 01:27:35 +0000 2024,0.0,halte pasar senen halte petukangan utara rute nya gimana jam operasional busway nya jam,1.800339060940317e+18,in,,0.0,1.0,0.0,hbdwondil_,Transjakarta
218,Tue Jun 11 01:27:19 +0000 2024,0.0,tolong akses masuk halte danau sunter pizza hut dibenerin bahaya loh lansia licin krn jalannya lgsg tanjakan tangga kecelakaan,1.8003389940915077e+18,in,,0.0,0.0,0.0,dsrimulyati20,Transjakarta
220,Tue Jun 11 01:21:42 +0000 2024,0.0,lewati dukuh arah tosari petugas tj infoin berhenti dukuh lg mohon info validnya,1.8003375821587502e+18,in,,0.0,3.0,0.0,untranggrn21,Transjakarta
222,Tue Jun 11 01:20:06 +0000 2024,0.0,selamat malam mohon karyawan nya ajarkan tata krama dah teriak naek bus omelin,1.8003371759235528e+18,in,DKI Jakarta,0.0,0.0,0.0,PTJASAMARGA,Transjakarta
224,Tue Jun 11 01:18:52 +0000 2024,0.0,taman literasi daerah ragunan pln corporate univ langsung bus stop pln corporate univ halte ragunan terima kasih,1.8003368673653724e+18,in,,0.0,1.0,0.0,pepmintdipped,Transjakarta
225,Tue Jun 11 01:12:17 +0000 2024,0.0,belinya yah,1.8003352096380316e+18,in,bukan sulap bukan she/her.,0.0,1.0,0.0,haebaragiu,Transjakarta
226,Tue Jun 11 01:08:09 +0000 2024,0.0,malam jam s d bus dmr rute s csw ciputat pengemudinya mengemudi halus bus announcernya diperhatikan pramusapanya helpfull mohon apresiasi langsung beliau,1.8003341696855455e+18,in,"Ciamis, Indonesia",0.0,1.0,0.0,SeptianIcha,Transjakarta
227,Tue Jun 11 01:07:48 +0000 2024,1.0,gimana umpelan ndak berdiri plg brp jam gw jrc dpt duduk tuh,1.8003340836142126e+18,in,,0.0,2.0,0.0,Akucelsi,Transjakarta
228,Tue Jun 11 01:06:23 +0000 2024,0.0,bener kepotong buset bener ajeeeee perkara tap out non brt kena reset mulu sial benerrrrr,1.800333725412344e+18,in,Indonesia,0.0,3.0,0.0,ApingValer40783,Transjakarta
229,Tue Jun 11 01:06:15 +0000 2024,7.0,tolong teguran supir mikrotrans jak sampe turun disuruh buru² posisi gendong anak sempet foto plat mobil nya karna udh repot anak barang bawaan,1.8003336929441546e+18,in,Priority Seat,0.0,1.0,1.0,26Ceicei,Transjakarta
230,Tue Jun 11 01:05:03 +0000 2024,0.0,rute le beroperasi sampe jam berapaa plis jwap,1.800333388383216e+18,in,,0.0,0.0,0.0,Akucelsi,Transjakarta
231,Tue Jun 11 01:02:36 +0000 2024,0.0,jam nya senayan mangbes hm,1.8003327756079964e+18,in,,0.0,0.0,0.0,japanelouhuy,Transjakarta
232,Tue Jun 11 01:01:54 +0000 2024,0.0,malam kak info halte pasar rebo rspad gatot sibroto tj terima kasih,1.8003325974170834e+18,in,Somewhere Over The Rainbow,0.0,0.0,0.0,ginaris,Transjakarta
233,Tue Jun 11 01:01:35 +0000 2024,0.0,tj halte petamburan pagi beroperasional jam,1.800332518039995e+18,in,"DKI Jakarta, Indonesia",0.0,1.0,0.0,olinnnz,Transjakarta
234,Tue Jun 11 01:00:21 +0000 2024,0.0,halo jaklingko kartu tersedia,1.800332207741088e+18,in,Somewhere Over The Rainbow,1.0,2.0,0.0,ginaris,Transjakarta
235,Tue Jun 11 00:59:32 +0000 2024,0.0,c buangeeetttt dateng,1.8003320005131512e+18,in,"Bandung, Jawa Barat",0.0,1.0,0.0,aiyu_0_,Transjakarta
238,Tue Jun 11 00:58:47 +0000 2024,0.0,nanya kp rambutan lebak bulus tj rute mohon infonya terima kasih,1.800331811886916e+18,in,"Jakarta Utara, DKI Jakarta",0.0,1.0,0.0,kncdoc,Transjakarta
239,Tue Jun 11 00:57:30 +0000 2024,0.0,malam bus tj koridor c panas banget tolong diapakan ac nya biar besok besok dingin,1.8003314893826499e+18,in,,0.0,0.0,0.0,SasongkoJuniar,Transjakarta
240,Tue Jun 11 00:55:49 +0000 2024,0.0,sekalianya marah lgsg kasar hahaha,1.8003310673727654e+18,in,,0.0,0.0,0.0,anya00x,Transjakarta
242,Tue Jun 11 00:52:34 +0000 2024,0.0,mohon solusi tap out kena potong dianggap tap out trus besok kena reset kepotong gitu ampe miskin tolong butuh solusiiiiii,1.800330248267195e+18,in,,0.0,3.0,0.0,adnayazidanga,Transjakarta
243,Tue Jun 11 00:50:38 +0000 2024,0.0,kemarin turun halte stasiun palmerah saldo blm terpotong pagi tap in kartu kereset terpotong terpotong kartu dianggap tap out malam tap in kena reset lg langsung kepotong,1.8003297602599037e+18,in,Priority Seat,0.0,1.0,0.0,26Ceicei,Transjakarta
244,Tue Jun 11 00:50:13 +0000 2024,0.0,semangat kak sampe grogol,1.8003296554484165e+18,in,Indonesia,0.0,0.0,0.0,donna_yaya17,Transjakarta
