,created_at,favorite_count,full_text,id_str,lang,location,quote_count,reply_count,retweet_count,username,keyword
27,Sat Jun 08 06:28:05 +0000 2024,0.0,iya kost ku deket sm haltenya,1.7993275214751012e+18,in,,0.0,1.0,0.0,adhepur,Transsemarang
29,Sat Jun 08 05:30:39 +0000 2024,0.0,trans jateng tuh bayar lg trans jateng operasi sampe jambrp,1.7993130667500954e+18,in,,0.0,3.0,0.0,adhepur,Transsemarang
33,Fri Jun 07 15:05:36 +0000 2024,1.0,okee bayar pakai ktm,1.7990953698482793e+18,in,"Semarang, Jawa Tengah",0.0,0.0,0.0,kertanegara_133,Transsemarang
34,Fri Jun 07 14:52:18 +0000 2024,0.0,pudakpayung kantor kecamatan banyumanik koridor turun ngesrep trs bus arah ungaran tarif nya bayar pake tiket koridor,1.7990920240518966e+18,in,,0.0,1.0,0.0,studywithmif,Transsemarang
35,Fri Jun 07 14:00:35 +0000 2024,0.0,halo tau rute polines st joseph gedangan semarang brt nyaa heheh thank youuu,1.79907900933222e+18,in,,0.0,1.0,0.0,jerukmanls,Transsemarang
36,Fri Jun 07 11:36:05 +0000 2024,0.0,terimakasih infonya,1.7990426429380652e+18,in,aesthevism,0.0,1.0,0.0,demnxoi_,Transsemarang
40,Fri Jun 07 06:21:32 +0000 2024,0.0,iyaaa aplikasi nya dah bagus klo tracking unt nyari rute blm proper,1.798963484048368e+18,in,,0.0,1.0,0.0,gularebu,Transsemarang
42,Fri Jun 07 03:54:08 +0000 2024,0.0,mangkang queen city turun,1.7989263920481285e+18,in,,0.0,1.0,0.0,StreetLaterrier,Transsemarang
44,Fri Jun 07 01:23:51 +0000 2024,0.0,wkwkwk coba ajaa,1.7988885695469445e+18,in,,0.0,1.0,0.0,NaniMo6070,Transsemarang
46,Thu Jun 06 12:46:25 +0000 2024,0.0,koridor mangkang dp yaa,1.7986979539029366e+18,in,she/her '05,0.0,1.0,0.0,azabolobolo,Transsemarang
48,Thu Jun 06 09:57:22 +0000 2024,0.0,arah undip admin,1.798655413061366e+18,in,semarang,0.0,1.0,0.0,ariomalv,Transsemarang
51,Thu Jun 06 09:12:54 +0000 2024,0.0,nomor lambung armada sy nggak kejadian jalan wahidin jalan teuku umar,1.7986442206282714e+18,in,semarang,0.0,1.0,0.0,ariomalv,Transsemarang
53,Thu Jun 06 04:26:38 +0000 2024,0.0,mohon bis koridor drpd menumpuk teknik unnes mending bs jalan bis,1.798572181724742e+18,in,Semarang City - ID,0.0,0.0,0.0,FarhanSyafiqF,Transsemarang
54,Thu Jun 06 04:23:59 +0000 2024,0.0,kakk,1.7985715150191946e+18,in,60cm dari layar,0.0,1.0,0.0,pinah,Transsemarang
55,Thu Jun 06 04:17:33 +0000 2024,0.0,kagok minn,1.798569896294613e+18,in,Indonesia ,0.0,1.0,0.0,stravenues,Transsemarang
56,Thu Jun 06 04:10:29 +0000 2024,0.0,jam sore brt koridor balaikota,1.7985681171380803e+18,in,60cm dari layar,0.0,1.0,0.0,pinah,Transsemarang
59,Wed Jun 05 11:44:26 +0000 2024,0.0,semoga aman tertib lancar asri sehat,1.7983199705202934e+18,in,R • unlabeled.,0.0,0.0,0.0,NASlGORENGBABAT,Transsemarang
62,Wed Jun 05 04:53:23 +0000 2024,0.0,selamat pagi mengirimkan laporan maaf upload twitter fitur aduan aplikasi,1.79821652397233e+18,in,,0.0,0.0,0.0,temanbaikmu111,Transsemarang
64,Wed Jun 05 02:14:23 +0000 2024,0.0,stasiun poncol undip pleburan rutenya gimana makasih,1.798176511201264e+18,in,Semarang,0.0,0.0,0.0,Dishubkotasmg,Transsemarang
65,Wed Jun 05 00:36:08 +0000 2024,0.0,smp genuk rutenya gimna,1.79815178460482e+18,in,,0.0,1.0,0.0,temanbaikmu111,Transsemarang
66,Wed Jun 05 00:35:41 +0000 2024,0.0,unnes pagi st poncol jam brp,1.798151673992655e+18,in,,0.0,0.0,0.0,temanbaikmu111,Transsemarang
68,Tue Jun 04 23:50:58 +0000 2024,0.0,knp kau woe,1.7981404191734252e+18,in,,0.0,1.0,0.0,temanbaikmu111,Transsemarang
71,Tue Jun 04 09:57:52 +0000 2024,0.0,stress asli tolong armada cangkiran sanggup say rumah berasa train to busan,1.7979307621987656e+18,in,he/him,0.0,1.0,0.0,chaeminstry,Transsemarang
73,Tue Jun 04 09:46:39 +0000 2024,0.0,nunggu feeder sma jam terminal banyumanik,1.797927941403468e+18,in,"Pati, Indonesia",0.0,0.0,0.0,pambudiPati,Transsemarang
74,Sun Jun 02 08:45:57 +0000 2024,0.0,o iya muter balkot udah adil sih balkot mangkang km balkot penggaron km segi jarak,1.797187887873794e+18,in,‘98,0.0,1.0,0.0,alfarkive,Transsemarang
76,Sun Jun 02 08:31:51 +0000 2024,0.0,hallo kak halte brt sukun jam beroperasional,1.7971843404028275e+18,in,,0.0,1.0,0.0,dontcumind,Transsemarang
77,Sun Jun 02 08:29:03 +0000 2024,0.0,informasi terkait bencana alam jadwal rute bus wisata pbb kependudukan informasi masyarakat ppid kota semarang,1.7971836354996884e+18,in,"Semarang, Jawa Tengah",0.0,1.0,0.0,fakedriverr,Transsemarang
78,Sun Jun 02 08:24:22 +0000 2024,0.0,kak maaf halte taman bangetayu mall tentrem koridor kak arah pulangnya koridor kak,1.7971824581459727e+18,in,‘98,0.0,3.0,0.0,alfarkive,Transsemarang
79,Sun Jun 02 08:02:48 +0000 2024,0.0,kak rutenya banyumanik krapyak koridor kak pakai feeder kak,1.7971770306033093e+18,in,,0.0,1.0,0.0,temanbaikmu111,Transsemarang
81,Sun Jun 02 06:14:45 +0000 2024,0.0,queencity halte simpang smansa bis,1.797149836212585e+18,in,Indonesia,0.0,1.0,0.0,lintanklintunk,Transsemarang
84,Sun Jun 02 03:49:32 +0000 2024,0.0,mohon dipertimbangkan koridor kaya kemaren putar baliknya balkot memanusiakan penumpang sore,1.7971132927727867e+18,in,Indonesia,0.0,1.0,0.0,lintanklintunk,Transsemarang
85,Sun Jun 02 03:32:57 +0000 2024,0.0,rumahku dimangkang thx sebenernya arah bnyak pilihan malam arah keatas ketimur samsek,1.7971091203966648e+18,in,,0.0,1.0,0.0,temanbaikmu111,Transsemarang
87,Sun Jun 02 03:04:57 +0000 2024,0.0,malam tny rute st tawang rusunawa undip gmn,1.797102073521279e+18,in,,0.0,1.0,0.0,StayHaech,Transsemarang
90,Sat Jun 01 23:46:18 +0000 2024,0.0,terima kasih miin,1.7970520831176584e+18,in,click link 4 more info ,0.0,1.0,0.0,fevereverie,Transsemarang
93,Sat Jun 01 13:23:34 +0000 2024,0.0,iya jam an,1.796895363871441e+18,in,Indonesia,0.0,1.0,0.0,lintanklintunk,Transsemarang
96,Fri May 31 23:45:01 +0000 2024,0.0,pagi melaporkan kejadian bus ac koridor iv tanggal april balaikota cangkiran mohon cek berkala ac bus koridor iv iv iv terima kasih,1.7966893718670013e+18,in,Secret location,0.0,1.0,0.0,kaledoiscoups,Transsemarang
99,Fri May 31 04:50:49 +0000 2024,0.0,stasiun tawang arah undip gimana,1.7964039415778222e+18,in,,0.0,1.0,0.0,skiesphile,Transsemarang
103,Thu May 30 16:06:44 +0000 2024,0.0,mimin taman indonesia kaya queen city mall brt,1.7962116520583703e+18,in,,0.0,2.0,0.0,kimwonfeelingme,Transsemarang
104,Thu May 30 11:34:21 +0000 2024,0.0,mohon bis koridor drpd menumpuk teknik unnes mending bs jalan bis,1.79614310500941e+18,in,,0.0,1.0,0.0,decressend0,Transsemarang
106,Thu May 30 09:20:50 +0000 2024,0.0,kakk,1.7961095041084828e+18,in,"Semarang, Jawa Tengah",0.0,2.0,0.0,justchikaaa,Transsemarang
108,Thu May 30 06:07:02 +0000 2024,0.0,kagok minn,1.796060733576192e+18,in,tempat kabur,0.0,1.0,0.0,snowboynonoo,Transsemarang
110,Thu May 30 05:48:29 +0000 2024,0.0,jam sore brt koridor balaikota,1.7960560654500498e+18,in,tempat kabur,0.0,1.0,0.0,snowboynonoo,Transsemarang
113,Wed May 29 04:53:08 +0000 2024,0.0,asepnya subhanallah pintunya rusak lumayan malang wkwkw trans semarang feeder sampe kampung kampung,1.7956797470597166e+18,in,she/they. • 7teen! ,0.0,1.0,0.0,tgeume,Transsemarang
115,Wed May 29 04:05:21 +0000 2024,0.0,terminal gunung pati gimana kak,1.795667723953017e+18,in,she/they. • 7teen! ,0.0,1.0,0.0,tgeume,Transsemarang
117,Wed May 29 03:05:27 +0000 2024,0.0,semoga aman tertib lancar asri sehat,1.7956526488610737e+18,in,17 Right Here,0.0,1.0,0.0,hpnyaxr,Transsemarang
119,Wed May 29 02:40:43 +0000 2024,0.0,bantuannya unnes uin,1.7956464239268004e+18,in,17 Right Here,0.0,1.0,0.0,hpnyaxr,Transsemarang
120,Tue May 28 12:54:12 +0000 2024,0.0,selamat kota semarang semoga kota semarang maju sejahtera kompak hebat semaranghebat semarangpemkot semarang semarangsemakinhebat walikotasemarang,1.7954384255140782e+18,in,"Kota Kediri, Indonesia",0.0,0.0,0.0,luqmaanmhmd,Transsemarang
121,Tue May 28 12:22:20 +0000 2024,0.0,selamat pagi mengirimkan laporan maaf upload twitter fitur aduan aplikasi,1.7954304031233275e+18,in,,0.0,0.0,0.0,StreetLaterrier,Transsemarang
124,Tue May 28 10:51:46 +0000 2024,0.0,eh salah poto ka,1.7954076127560338e+18,in,Rumah ke rumah,0.0,1.0,0.0,heyxlnf,Transsemarang
125,Tue May 28 10:01:48 +0000 2024,0.0,stasiun poncol undip pleburan rutenya gimana makasih,1.795395037259498e+18,in,"Semarang, Jawa Tengah",0.0,1.0,0.0,cheesycattt,Transsemarang
126,Tue May 28 09:59:53 +0000 2024,2.0,smp genuk rutenya gimna,1.7953945533836536e+18,in,"Kota Kediri, Indonesia",0.0,3.0,0.0,luqmaanmhmd,Transsemarang
128,Mon May 27 23:59:37 +0000 2024,0.0,unnes pagi st poncol jam brp,1.7952434931847293e+18,in,Indonesia,0.0,1.0,0.0,Asalia_Li,Transsemarang
130,Mon May 27 23:50:12 +0000 2024,0.0,stasiun tawang unnes rutenya,1.7952411246990054e+18,in,Indonesia,0.0,1.0,0.0,Asalia_Li,Transsemarang
132,Mon May 27 15:06:36 +0000 2024,0.0,knp kau woe,1.7951093547204198e+18,in,,0.0,1.0,0.0,StreetLaterrier,Transsemarang
134,Mon May 27 06:25:28 +0000 2024,0.0,kirain masuk pucanggading,1.794978209530008e+18,in,Indonesia,0.0,1.0,0.0,Asalia_Li,Transsemarang
135,Sun May 26 23:10:45 +0000 2024,0.0,jam operasional pagi unnes jam brp,1.7948688087186476e+18,in,akun nyampah,0.0,0.0,0.0,phillowtalk,Transsemarang
138,Sun May 26 16:07:56 +0000 2024,0.0,stress asli tolong armada cangkiran sanggup say rumah berasa train to busan,1.7947624020070528e+18,in,Symphony No. 9,0.0,2.0,0.0,ayyyitsdee,Transsemarang
140,Sun May 26 06:22:15 +0000 2024,1.0,rute brt arah wonodri undip gimana,1.794615011626865e+18,in,,0.0,1.0,0.0,Olikotor_,Transsemarang
142,Sun May 26 05:35:10 +0000 2024,0.0,nunggu feeder sma jam terminal banyumanik,1.794603160969077e+18,in, jawa tengah,0.0,1.0,0.0,kaptenkapallll,Transsemarang
146,Sun May 26 01:02:58 +0000 2024,0.0,o iya muter balkot udah adil sih balkot mangkang km balkot penggaron km segi jarak,1.7945346616010386e+18,in,,0.0,1.0,0.0,Ketburiderimilk,Transsemarang
150,Sat May 25 17:01:52 +0000 2024,0.0,mangkang balaikota km penggaron balaikota km macetnya mangkang,1.794413586556789e+18,in,Boyolali,0.0,1.0,0.0,ssaaannnnnnn,Transsemarang
152,Sat May 25 11:23:01 +0000 2024,0.0,hallo kak halte brt sukun jam beroperasional,1.7943283136050463e+18,in,,0.0,1.0,0.0,flovverie,Transsemarang
154,Sat May 25 11:03:56 +0000 2024,0.0,informasi terkait bencana alam jadwal rute bus wisata pbb kependudukan informasi masyarakat ppid kota semarang,1.7943235096631588e+18,in,,0.0,1.0,0.0,flovverie,Transsemarang
155,Sat May 25 10:47:14 +0000 2024,1.0,kak maaf halte taman bangetayu mall tentrem koridor kak arah pulangnya koridor kak,1.7943193075032435e+18,in,,0.0,0.0,0.0,Olikotor_,Transsemarang
156,Sat May 25 10:40:01 +0000 2024,0.0,kak rutenya banyumanik krapyak koridor kak pakai feeder kak,1.794317493277999e+18,in,,0.0,0.0,0.0,Olikotor_,Transsemarang
157,Sat May 25 10:17:11 +0000 2024,0.0,okeyy trimaaci kak,1.7943117470018317e+18,in,,0.0,0.0,0.0,rizkiputrip,Transsemarang
159,Sat May 25 08:58:21 +0000 2024,1.0,queencity halte simpang smansa bis,1.794291906329125e+18,in,,0.0,2.0,0.0,Olikotor_,Transsemarang
160,Sat May 25 08:55:45 +0000 2024,0.0,johar simpang koridor brp,1.7942912535402703e+18,in,,0.0,0.0,0.0,bambangsuling11,Transsemarang
164,Fri May 24 23:45:42 +0000 2024,0.0,mohon dicarikan solusi mimin,1.7941528267568704e+18,in,,0.0,1.0,0.0,nightstarryyy,Transsemarang
165,Fri May 24 23:23:04 +0000 2024,0.0,mohon dipertimbangkan koridor kaya kemaren putar baliknya balkot memanusiakan penumpang sore,1.7941471328381176e+18,in,,0.0,1.0,0.0,rizkiputrip,Transsemarang
169,Fri May 24 13:01:19 +0000 2024,0.0,rumahku dimangkang thx sebenernya arah bnyak pilihan malam arah keatas ketimur samsek,1.7939906624526339e+18,in,,0.0,1.0,0.0,rizkiputrip,Transsemarang
170,Fri May 24 11:13:11 +0000 2024,0.0,tlg petugas menertibkan penumpang bis pintu kedatangan disediakan pintu keberangkatan halte elizabet njeh barusan penumpang pintu kedatangan kasian tertib,1.7939634501772948e+18,in,,0.0,1.0,0.0,nightstarryyy,Transsemarang
172,Fri May 24 09:26:28 +0000 2024,0.0,malam tny rute st tawang rusunawa undip gmn,1.7939365944808494e+18,in,,0.0,1.0,0.0,bambang314,Transsemarang
174,Fri May 24 07:58:38 +0000 2024,0.0,tambahan pemberhentian,1.7939144889384468e+18,in,,0.0,1.0,0.0,HaRa_kim14,Transsemarang
176,Fri May 24 06:12:56 +0000 2024,0.0,oke makasih minn,1.793887891573367e+18,in,Indonesia,0.0,1.0,0.0,miratania,Transsemarang
178,Fri May 24 04:42:12 +0000 2024,0.0,terima kasih miin,1.7938650547499177e+18,in,Indonesia,0.0,1.0,0.0,miratania,Transsemarang
180,Fri May 24 01:52:54 +0000 2024,0.0,stasiun tawang banyumanik naiknya koridor thanks before,1.79382244950066e+18,in,O6L — 17teen ★,0.0,1.0,0.0,leicsure,Transsemarang
181,Thu May 23 12:07:29 +0000 2024,1.0,okehgg,1.7936147286837376e+18,in,,0.0,0.0,0.0,fiksitroz,Transsemarang
183,Thu May 23 10:56:24 +0000 2024,0.0,iya jam an,1.7935968406734935e+18,in,,0.0,1.0,0.0,fiksitroz,Transsemarang
185,Thu May 23 04:57:03 +0000 2024,0.0,halo admin tgl april brt feeder beroprasional jam malam,1.793506406764876e+18,in,,0.0,1.0,0.0,temanbaikmu111,Transsemarang
187,Thu May 23 04:52:53 +0000 2024,0.0,tanggal april trans jateng beroperasi normal,1.7935053578029507e+18,in,,0.0,1.0,0.0,temanbaikmu111,Transsemarang
189,Thu May 23 04:07:31 +0000 2024,0.0,pagi melaporkan kejadian bus ac koridor iv tanggal april balaikota cangkiran mohon cek berkala ac bus koridor iv iv iv terima kasih,1.7934939381769956e+18,in,,0.0,1.0,0.0,harukasakumeng,Transsemarang
191,Thu May 23 03:53:05 +0000 2024,0.0,hai info nya senin mudik godong lwt penggaron armada msh sampe terminal godong kah nya info kmrn godong banjir,1.7934903076377318e+18,in,,0.0,1.0,0.0,harukasakumeng,Transsemarang
193,Thu May 23 03:34:35 +0000 2024,0.0,haloo tau stasiun poncol undip,1.793485653503865e+18,in,,0.0,1.0,0.0,harukasakumeng,Transsemarang
196,Thu May 23 02:55:46 +0000 2024,0.0,stasiun tawang arah undip gimana,1.793475884592358e+18,in,"Jawa Tengah, Indonesia",0.0,1.0,0.0,machacihhhahh,Transsemarang
199,Thu May 23 02:18:27 +0000 2024,0.0,mohon diperbaiki penjadwalan bis koridor jarak bis mangkang rute koridor numpuk bagus kemaren muter balaikota numpuk,1.79346649205674e+18,in,,0.0,1.0,0.0,purpledeii,Transsemarang
201,Thu May 23 01:47:47 +0000 2024,0.0,balaikota kak rutenya gimana kak,1.793458774243709e+18,in,,0.0,1.0,0.0,purpledeii,Transsemarang
203,Wed May 22 22:43:39 +0000 2024,0.0,prpp han udah dapet finally swmpet insiden mogok wkwkwk,1.7934124344867924e+18,in,"Jawa Tengah, Indonesia",0.0,1.0,0.0,machacihhhahh,Transsemarang
205,Wed May 22 12:39:11 +0000 2024,0.0,mimin taman indonesia kaya queen city mall brt,1.793260316308255e+18,in,,0.0,0.0,0.0,fraidchikin,Transsemarang
207,Tue May 21 04:35:35 +0000 2024,0.0,mohon bis koridor drpd menumpuk teknik unnes mending bs jalan bis,1.7927762285770998e+18,in,she/her,0.0,0.0,0.0,jakelocklye,Transsemarang
208,Tue May 21 04:24:52 +0000 2024,0.0,koridor undip unnes bs jejer gini udh nunggu hmpir menit jd blm armada samsek,1.7927735320003666e+18,in,,0.0,1.0,0.0,n4tslife,Transsemarang
209,Tue May 21 04:24:22 +0000 2024,0.0,kakk,1.7927734029961546e+18,in,she/her,0.0,2.0,0.0,jakelocklye,Transsemarang
212,Mon May 20 14:26:01 +0000 2024,1.0,selamat siang kota unnes rute nya terimakasih,1.7925624284102907e+18,in,,0.0,0.0,0.0,mauyangitu,Transsemarang
213,Mon May 20 10:59:24 +0000 2024,0.0,kagok minn,1.792510429912269e+18,in,,0.0,2.0,0.0,flovverie,Transsemarang
215,Mon May 20 09:58:39 +0000 2024,0.0,info rute kota simpang,1.7924951425298598e+18,in,,0.0,0.0,0.0,jarot_jjb66,Transsemarang
216,Mon May 20 09:08:21 +0000 2024,0.0,jam sore brt koridor balaikota,1.7924824818848156e+18,in,,0.0,1.0,0.0,flovverie,Transsemarang
218,Mon May 20 08:46:01 +0000 2024,0.0,arah sumurboto ngesrep naiknya halte brt polines nomor,1.7924768627924954e+18,in,"Kota Semarang, Jawa Tengah",0.0,1.0,0.0,sapambakita,Transsemarang
219,Mon May 20 06:26:42 +0000 2024,0.0,halo rute undip pleburan stasiun tawang gimana armada pagi malamnya jam terima kasih,1.792441801309328e+18,in,"Semarang, Jawa Tengah",0.0,0.0,0.0,fahrulh15,Transsemarang
220,Mon May 20 03:15:03 +0000 2024,0.0,asepnya subhanallah pintunya rusak lumayan malang wkwkw trans semarang feeder sampe kampung kampung,1.792393573067043e+18,in,,0.0,0.0,0.0,temanbaikmu111,Transsemarang
223,Mon May 20 02:53:06 +0000 2024,0.0,suka layanan malam reguler pas adminnya responsif dikritik ditanyain,1.7923880490722225e+18,in,,0.0,1.0,0.0,temanbaikmu111,Transsemarang
224,Mon May 20 02:16:34 +0000 2024,2.0,terminal gunung pati gimana kak,1.792378856407753e+18,in,"Semarang, Jawa Tengah",0.0,0.0,0.0,kertanegara_133,Transsemarang
226,Sun May 19 23:42:27 +0000 2024,0.0,halo brt arah undip beroperasi jam,1.792340070692975e+18,in,"Semarang , Indonesia ",0.0,0.0,0.0,sonyaanggun,Transsemarang
227,Sun May 19 23:14:10 +0000 2024,0.0,semoga aman tertib lancar asri sehat,1.7923329509836393e+18,in,"Semarang, Jawa Tengah",0.0,0.0,0.0,mbaksagitarius,Transsemarang
229,Sun May 19 14:48:17 +0000 2024,0.0,terima kasih,1.7922056449023104e+18,in,Semarang,0.0,0.0,0.0,_riskyk,Transsemarang
230,Sun May 19 14:32:45 +0000 2024,0.0,bantuannya unnes uin,1.7922017356641981e+18,in,"Semarang, Jawa Tengah",0.0,0.0,0.0,masojol_smg,Transsemarang
232,Sun May 19 07:01:44 +0000 2024,0.0,selamat kota semarang semoga kota semarang maju sejahtera kompak hebat semaranghebat semarangpemkot semarang semarangsemakinhebat walikotasemarang,1.7920882296736402e+18,in,,0.0,1.0,0.0,EkoTriSoetarmo,Transsemarang
234,Sun May 19 03:31:40 +0000 2024,0.0,selamat pagi mengirimkan laporan maaf upload twitter fitur aduan aplikasi,1.7920353658613274e+18,in,,0.0,1.0,0.0,amasavva,Transsemarang
235,Sun May 19 02:49:47 +0000 2024,0.0,makasih informasinya,1.7920248248708099e+18,in,Indonesia,0.0,0.0,0.0,lintanklintunk,Transsemarang
237,Sun May 19 01:40:19 +0000 2024,0.0,elisabeth undip tembalang bank indonesia imam barjo poncol koridor tujuan,1.7920073442280366e+18,in,Indonesia,0.0,1.0,0.0,lintanklintunk,Transsemarang
240,Sun May 19 00:14:04 +0000 2024,0.0,eh salah poto ka,1.791985641129235e+18,in,Indonesia,0.0,1.0,0.0,lintanklintunk,Transsemarang
241,Sat May 18 23:48:15 +0000 2024,0.0,stasiun poncol undip pleburan rutenya gimana makasih,1.7919791420341292e+18,in,Renjun's heart ,0.0,1.0,0.0,nthnia_aa,Transsemarang
244,Sat May 18 23:26:04 +0000 2024,0.0,smp genuk rutenya gimna,1.7919735611016727e+18,in,Renjun's heart ,0.0,1.0,0.0,nthnia_aa,Transsemarang
245,Sat May 18 18:15:23 +0000 2024,0.0,selamat pagi izin tanyaa tanggal merah feeder beroperasi,1.791895371452703e+18,in,Indonesia,0.0,1.0,0.0,lintanklintunk,Transsemarang
246,Sat May 18 18:03:19 +0000 2024,0.0,unnes pagi st poncol jam brp,1.791892338874471e+18,in,,0.0,0.0,0.0,flovverie,Transsemarang
248,Sat May 18 05:16:52 +0000 2024,0.0,nya halte pintu st tawang,1.791699451771507e+18,in,he/him,0.0,1.0,0.0,chaeminstry,Transsemarang
250,Sat May 18 04:59:10 +0000 2024,0.0,stasiun tawang unnes rutenya,1.791695000251794e+18,in,he/him,0.0,1.0,0.0,chaeminstry,Transsemarang
252,Sat May 18 04:51:54 +0000 2024,0.0,ojol halte brt terdekat nder cek jg nanya rutenya,1.7916931717576666e+18,in,,0.0,1.0,0.0,temanbaikmu111,Transsemarang
253,Sat May 18 02:41:22 +0000 2024,1.0,knp kau woe,1.7916603215786396e+18,in,,0.0,0.0,0.0,iam_ucop,Transsemarang
255,Sat May 18 01:10:10 +0000 2024,0.0,kasih bonus mas aldo ganteng wkwkkwkw,1.7916373688748774e+18,in,,0.0,1.0,0.0,iam_ucop,Transsemarang
258,Fri May 17 17:26:49 +0000 2024,0.0,kirain masuk pucanggading,1.7915207643086564e+18,in,"Semarang, Jawa Tengah",0.0,1.0,0.0,Di_Rajasa,Transsemarang
259,Fri May 17 14:17:22 +0000 2024,1.0,jam operasional pagi unnes jam brp,1.7914730875209114e+18,in,,0.0,1.0,0.0,luckyistoday,Transsemarang
263,Wed May 15 06:15:40 +0000 2024,0.0,indomaret sriwijaya turunnya,1.790627085565956e+18,in,,0.0,1.0,0.0,iam_ucop,Transsemarang
265,Tue May 14 17:19:54 +0000 2024,0.0,selamat malam besok pagi brt arah terboyo beroperasi terboyo rob mohon info terima kasih,1.7904318604909243e+18,in,,0.0,1.0,0.0,bawelp,Transsemarang
266,Tue May 14 10:37:04 +0000 2024,0.0,stress asli tolong armada cangkiran sanggup say rumah berasa train to busan,1.7903304825903718e+18,in,,0.0,0.0,0.0,ougtober,Transsemarang
269,Tue May 14 09:51:46 +0000 2024,0.0,halte polines kariyadi naiknya bus transitnya terimakasih,1.7903190836507735e+18,in,,0.0,1.0,0.0,ougtober,Transsemarang
271,Tue May 14 09:20:49 +0000 2024,0.0,rute brt arah wonodri undip gimana,1.790311294262002e+18,in,,0.0,1.0,0.0,ougtober,Transsemarang
273,Tue May 14 06:36:25 +0000 2024,0.0,rute mangkang stasiun poncol jam operasional malam jam,1.7902699215256904e+18,in,,0.0,1.0,0.0,tatawulan3,Transsemarang
275,Tue May 14 06:34:03 +0000 2024,0.0,nunggu feeder sma jam terminal banyumanik,1.7902693240554785e+18,in,,0.0,1.0,0.0,ksjfuturee,Transsemarang
279,Tue May 14 05:12:55 +0000 2024,0.0,miiinn tulung iv asepnya pagi tuhan bikin pemotor belakangnya megap²,1.7902489059655434e+18,in,he/him,0.0,1.0,0.0,chaeminstry,Transsemarang
280,Tue May 14 04:49:39 +0000 2024,0.0,victoria halte brt polines tinggal arah banyumanik,1.7902430543200343e+18,in,"Semarang, Jawa Tengah",0.0,0.0,0.0,Laksanabcdefg,Transsemarang
281,Tue May 14 04:39:32 +0000 2024,0.0,wa adminnya beb fast respons disana problem trus lapor kesitu langsung ditanggapi,1.7902405063348475e+18,in,,0.0,1.0,0.0,ksjfuturee,Transsemarang
282,Tue May 14 03:40:17 +0000 2024,0.0,o iya muter balkot udah adil sih balkot mangkang km balkot penggaron km segi jarak,1.7902255938309043e+18,in,Indonesia,0.0,0.0,0.0,febriawan_as,Transsemarang
